job_title,place,company,salary,job_info
DEVT_測試工程師 Test Engineer | 享7500推薦獎金,桃園市蘆竹區,瑞健股份有限公司,月薪 3.2萬~4萬元,"公司員工推薦人選，並填寫推薦表單，將可於報到後6個月(試用期考核通過)領取7500推薦獎金(依照職級核發)

1. Responsible to follow all applicable SOPs and WIs at all the times.
2. Responsible to follow the principle of GMP to the best of their ability at all times.
3. An engineer is with basic ability to execute job tasks below independently.
3.1 a. Resolves problems on testing equipment.
b. Prepares testing samples and records test data and controls testing timeline.
c. Executes laboratory service requests with efficiency and effectiveness according to company SOP‘s and regulatory requirements.
4. Assign above job tasks by staffing qualification / personal ability / organization needs.
5. Carry out other duties as assigned.

1. 確實遵守所有適用的標準作業程序和工作指導書。
2. 確實遵循並落實優良製造規範。
3. 工程師有基本能力獨立地執行以下工作任務。
3.1 a.排除測試設備硬體問題。
b.準備測試樣本、測試資料紀錄、掌控測試時間。
c.根據公司SOP及法規規範下,有效執行實驗室作業。
4. 依任用條件/個人能力/組織需求安排以上工作。
5. 其他主管交辦任務。工程學門,自然科學學門,工業技藝及機械學門"
電話客戶關係管理經理(中英文翻譯口筆譯) (月薪5-7萬),台北市內湖區,沛思坦網路股份有限公司,月薪 5萬~7萬元,"我們正在尋找英語口說流利的全職員工，擔任客戶關係管理經理(夜班)服務我們的美國客戶。此職位開放WFH，並提供客戶服務的專業培訓。

職位描述：
1.承接客服專線電話，解決客戶疑問。
2.記錄客戶的投訴並協助客戶解決問題。
3.輔助其他行政事務（例: 預約面談）。
4.與美國團隊合作。
5.根據客戶資料評估和分類/組織案件。
6.進行新聞稿與會議翻譯(口筆譯)。

要求：
1.英語聽說能力佳。
2.傑出的客戶服務技巧和對細節的高度關注。
3.具有快速學習和在壓力下工作的能力。
4.優秀的英語寫作能力。
5.需畢業於國內外英語/翻譯碩士-口譯組。
6.有兩年以上工作經驗者優先。
7.有接待員/電話接線員經驗者佳。


We are looking for full-time employees with fluent English speaking ability who are willing to work on the graveyard shift as a Customer Satisfaction & Communication Manager . This position will cater to our business in the U.S. and is open to WFH. We will provide detailed and specific training on customer service to you.

Job Description:
1. Processing incoming calls for clients‘ consultation regarding our service.
2. Document clients‘ complaints and assist customers in solving problems.
3. Support other administrative affairs (i.e. arranging appointments).
4. Collaborate with the US team.
5. Evaluate and categorize/organize cases based on client profiles.
6. Conduct press release and conference translation (interpretation and/or translation).

Requirements:
1. Native or close-to-native English speaking and listening proficiency.
2. Outstanding client service skills and strong attention to details.
3. Ability to learn quickly and to work under pressure.
4. Decent English writing skills.
5. Master of Translation/English with a concentration in interpretation at home or abroad is required.
6. Two years of working experience is a big plus.
7. Experience as a receptionist/telephone operator is preferred but not required."
工研院資訊處_系統開發工程師E2(WFH/混合辦公),新竹縣竹東鎮,財團法人工業技術研究院(工研院),面議（經常性薪資4萬/月含以上）,"1.人力/行政相關資訊系統開發與維運。
2.運用機器學習技術，進行資料蒐集、整備與分析，規劃與建置資料分析平台。
3.經營管理業務洞察、知識粹取，建置智能預測及決策系統。資訊工程學類,數學統計學門,電算機學門"
D&E - Software Design Engineer - Tainan - req23202,台南市新市區,台灣艾司摩爾科技股份有限公司(ASML),面議（經常性薪資4萬/月含以上）,"Introduction
We are expanding to support our business on application software develop for ASML/HMI defect inspection Result, CD metrology result presentation and Scanner data integrate analysis. We are looking for a team player with experience developing high-performance applications for large scale software. This developer is decisive, action-oriented, learns quickly, independently, and takes ownership of open issues.

Job Mission
As a Software Design Engineer 2 you will join our team as a key role to contribute to one of the core functions of our application and to work.
- You are happy to collaborate with users on the design of the functionality you work on and on how they would like the system to work.
- You are motivated to collaborate with other function group to align on the overall system design for the application software.
- You are capable of understanding and explaining complex challenges and you can guide your colleagues in the implementation of the smaller parts that you identified.
- You take pride in writing clean, high quality and maintainable OO code, mainly in .Net/C#, and familiar with web service/APIs.

Job Description
- Develop software applications for the HMI eBeam tools and other holistic lithography solutions for ASML products.
- Translate business requirements into software solutions and continuously improve the software to meet customer’s needs.
- Design, implement, test, deliver and document software system mainly written in C#.
- Align with all to assure impact of software changes is properly documented, reviewed and accepted by all stakeholders.
- Review and assure quality on software deliverables (design, code, test, document, etc.) throughout the software lifecycle.
- Take ownership for product realization by providing high quality designs, product documentation and software implementation.

Education
A relevant BSc or MSc in the area of software engineering, computer science, information systems, IT or related subject on software development.

Experience
- MS with 8+ years or BS with 10+ years hands-on experience in software development. At least 4+ year experience with C#.
- Hands-on experience on the .NET platform application, WPF, Web Service .
- Experience on software product development lifecycles, using UML, OOP, design patterns and best practices.

Personal skills
- You should first of all be passionate about technology and should be excited by the idea that your work will impact the most advantage technology in the world.
- You should be analytical, product and quality-oriented. You like to investigate issues, you are creative in solving problems.
- You are open-minded, you like to discuss about design challenges and you want to push the boundaries of technology to design enticing applications.

Context of the position
This position is available in Application Software Develop (ASD) group under “HMI/DE/Software Engineering” department. The mission of ASD is to develop application software for HMI Inspection/Metrology tools result presentation and data analysis. We also corporate with Brion to develop application software to integrated ASML/HMI/Brion products.

Other information
High quality people are a key asset to our company. To recognize that, we offer highly competitive compensation and benefits packages to attract and retain the very best people and let them share in the success that they build. Our rewards philosophy is to attract and retain specific professional knowledge and competencies within the company by offering a competitive package in local markets where ASML is active.電子工程學類,電機工程學類,資訊工程學類"
台灣技術研發中心製程開發工程師 / Photolithography Process Development Engineer,台中市后里區,台灣美光晶圓科技股份有限公司,面議（經常性薪資4萬/月含以上）,"In Micron’s Technology Development (TD) organization, we work in a state-of-the-art semiconductor facility to develop future memory technology. As a Photolithography Process Development Engineer with focus on Field Tuning Applications in our Taiwan Technology Center (TTC), you will be responsible for Overlay and Critical Dimension (CD) characterization and optimization for memory devices, in addition to other photolithography and process integration related activities.



In this position, you will work with Technology Development engineers, HVM partners and vendors to evaluate systems and develop strategies and solutions for meeting device requirements for next-generation semiconductors and ultimately provide technology transfers to Micron’s worldwide manufacturing network. Additionally, you will address issues with pilot line manufacturing and work on continuous improvements for manufacturability. Advanced Field Tuning Application tasks will include data analysis for Field Reg, Field CDU, solve CDU and Reg issues while working with Process integration, Area process owners and vendors.



In this role, your responsibilities will include, but are not limited to:

Develop methods of characterization, optimization and best-known procedures; document and transfer Critical Dimensions (CD) and Registration Best Known Methods (BKM) and communicate results with senior management team and manufacturing partners.
Work closely with Photo process owners, Mask Technology Center and HVM Fabs for supporting Registration and CD characterization and corrections. Occasional support needed over weekends or late in the evenings.
Develop the infrastructure for automating advanced Photo corrections for the Micron network
Work as part of a patterning team comprising Photo, Thin-films and Dry etch and improve CD Uniformity through by reducing variation through smarter automation/R2R loops.
Develop proficiency for CD Uniformity and Reg characterization software tools.
Document and communicate plans, status, and results of TD projects in written reports and presentations, including the analysis and interpretation of data
Work collaboratively with other Micron engineers and equipment vendors to improve and test new equipment, new chemicals, new process analysis software, and drive process improvements.
Review various technical journals and industry literature to identify potential intellectual property (IP) opportunities and file disclosures to advance the protection of IP in the execution of your work.


Qualifications and Skills include, but not limited to:

Proficient in Mandarin and English languages
Understanding of optics including the principles and application of immersion lithography, polarized illumination, and low k1 imaging
Understanding of pitch multiplication processes and how upstream layers influence downstream processes.
Deep knowledge of lithography simulation software and application to state of art high resolution imaging
Programming experience with Python, Matlab or VBA
Strong aptitude for process development and ability to generate production-worthy technologies.
Ability to work in highly collaborative environment with TD and HVM (high volume manufacturing) partners in globally diverse geographic locations.
Driven and passionate to understand or can demonstrate knowledge of common memory chip architectures and the required process steps utilized to build them.
Your skills are strong in the application of project management to complete project style work for periods of weeks up to a year in duration.
You are strong and effective communicator both in verbal, listening, and written form. We thrive on clear and effective communication to tackle complex problems.
You can solve hard problems using Design of Experiments (DOE) with advanced statistical software like JMP, Minitab, Tableau, and others.工程學門"
台灣技術研發中心製程開發工程師 / CMP Process Development Engineer,台中市后里區,台灣美光晶圓科技股份有限公司,面議（經常性薪資4萬/月含以上）,"In Micron’s Technology Development (TD) organization, we work in a state-of-the-art semiconductor facility to develop future memory technology. As a Chemical Mechanical Planarization (CMP) Process Development Engineer, you will be an integral part of a groundbreaking Technology Development (TD) organization. You will join our thin film team in Taiwan Technology Center (TTC). You will be responsible for continuously improving and developing CMP process and equipment to support Micron’s advanced DRAM technology acceleration to support next generation products. You will collaborate with diverse teams across the company to develop new best in class semiconductor devices. Your critical thinking and analytical skills will be challenged while you perform rigorous process characterization, develop new consumables, evaluate new hardware, and complete ground-breaking research. Your innovative thinking may lead to the next big invention to be added to Micron’s extensive patent portfolio. Come and join us as we define the future of the semiconductor industry and transform how the world uses information to enrich life.



Minimum Qualifications:

Proficient in Mandarin and English languages
Ambitious, goal orientation, strong attention to details, and the ability to aggressively focus on solving problems proactively and adaptable to our demanding, dynamic and rapidly changing work environment
Hands-on experience with CMP polishing equipment, which includes familiarity with equipment operation, optical metrology, profilometry, common polishing slurries, and polishing pads
In-depth understanding of polishing mechanisms for dielectric and metal CMP
Good knowledge of material properties and characterization techniques
Knowledge of statistics, mathematics principles and various machine learning algorithms
Strong aptitude for research and development with interest and capability to create production worthy technologies, able to research and stay abreast with the published literature in CMP and relevant technology
Drive continuous process and productivity improvements to meet the Yield, Quality, and Cycle time needs of Process Integration and Manufacturing, set process roadmaps
Good ability to direct and manage CMP consumables and equipment suppliers
Excellent ability to prioritize and manage numerous projects at a time; efficiently utilize available resources or seek peers’ and/or management help to get over the roadblocks to work towards solutions in a fast-paced environment.
Excellent communication skills with ability to convey the message clearly and sharply both locally and globally (written, verbal and presentation).
Excellent ability to plan and execute well-designed experiments and report results in clear concise reports工程學門"
前端工程師,台北市中正區,頂尖營銷傳媒有限公司,月薪 6萬~9萬元,"We are looking for a React.js developer responsible for building user interface components and implementing them following React.js workflows. Your primary responsibilities will be to design and develop these applications, and to coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is essential.



●	Develop, test, deploy, and maintain building user interface components and implementing them following React.js workflows
●	Provide vision, design and develop in keeping up to date and cutting-edge web technologies in building interactive web applications
●	Building reusable components and front-end libraries for future use
●	Translating designs into high quality code using HTML5, CSS3 and WebSocket
●	Optimizing components for maximum performance across a vast array of web-capable devices and browsers
●	API Integration with Restful services
●	Work closely with design team and API team to improve overall UI/UX experiences
●	Actively participate in all aspects of the software development process
●	Collaborate with other software engineers, business analysts and software architects to plan, design, develop, test, and maintain web-based business applications built on Java technologies
●	Deploy systems to production and provide post-implementation support
●	Provide maintenance support to customers by investigating and rectifying reported systems shortcomings during/after working hours when necessary
●	Understand the interdependencies of the services (application, system and database) and able to pin-point problem areas accurately to improve overall efficiency
●	Assess opportunities for application and process improvement and prepare documentation of rationale to share with team members and other affected parties
●	Adhere to high-quality development principles while delivering solutions on-time
●	Perform other duties as assigned"
最佳化演算法工程師 _ 新竹/海外 _ 00977,新竹市東區,緯創資通股份有限公司(緯創資通),月薪 3萬~6萬元,"1. 與團隊跨領域成員針對企業數位整合與智慧製造所遭遇問題設計解決方案
2. 協助跨部門專案執行導入, 依照專案性質運用合適的方法論 (ex: 數學規劃/離散事件模擬/時間序列分析)進行專案需求分析，數據整理, 模型設計與驗證
3. 最佳化建模/演算法設計/場景模擬整合運用
4. 數據應用平台與決策支援系統建立工業工程學類,電算機學門,數學統計學門"
醫學院國際三校 誠徵【專案教學教師】 1名  Project Faculty Position at National Taiwan University,台北市中正區,國立臺灣大學,面議（經常性薪資4萬/月含以上）,"國立臺灣大學醫學院
國際三校農業生技與健康醫療碩士學位學程 

誠徵【專案教學教師】1名

職稱：專案助理教授(含)以上 (預定2022年02月起聘，1年1聘)。
申請期限：即日起至2021年08月15日止
申請資格：具博士學位，主責教學，對生物資訊學、系統生物學相關領域具教學
專長，能以英文開授課程並有教育熱忱之學人，對解決醫療健康與糧安食安等永續議題相關課程與跨域專業教育者為佳。
起聘職級及薪資待遇：比照學校專任教師之規定。

【授課原則】
(1) 每週授課時數至少十六小時，其中九小時應開授全校性或全院性共同修習課 
程，其餘時數應開授本學程專業課程。
(2) 本學程之專業課程原則上應為英語授課。
(3) 除開授正式學期課程外，應配合支援本校大學先修課程、國際短期課程等。

【申請資料】
(1) 申請表 (請詳附件檔案)
(2) 個人履歷 (含學經歷、學術專長、完整著作目錄及可教學課程等)
(3) 預定教學計畫書，請提供1-2門醫療資訊學、精準健康等相關教學規劃，
例：課程大綱
(4)	最高學歷證書影本、歷年成績單正本(博士學位證書影本)
(5)	身分證正反面影本（外籍人士附護照基本資料頁影本）1份
(6)	現職或經歷證明文件1份
(7)	其他有利審查資料
例如:五年內代表著作及參考著作抽印本或影本、三年內任教科目、獲獎優良事蹟等…
(8)	推薦函3份 

【申請方式】：
(1)	 於申請截止日前請將上述申請資料文件按排序繳交:
(I)	  申請資料(1)-(7)合併一份PDF電子檔
(II)	  申請表(1)請另附WORD檔
(III)	推薦函3份寄達：由推薦人直接email寄送至: chsueh@ntu.edu.tw，
Email主旨請註明：應徵臺大國際三校專案教學教師_姓名。
(IV)	紙本請郵寄至:
100台北市仁愛路一段一號2樓223室 
臺大國際三校學程辦公室 收

(2)	 若通過書面審查者將安排面試，面試內容包含英文試教十分鐘(主題自選，以
學程需求為原則)；若未通過審查者不另通知。

相關網址　 http://www.ntugip-triad.ntu.edu.tw/ 　
聯 絡 人　 薛小姐　
聯絡電話　 02-23123456#88594
電子郵件　 chsueh@ntu.edu.tw


National Taiwan University College of Medicine
Global Innovation Joint-Degree Program (GIP-TRIAD)
International Joint Degree Master‘s Program in Agro-Biomedical Science in Food and Health

Project Faculty Position at National Taiwan University

Position: 
Contract Faculty position specialized in teaching: Assistant Professor or Higher [Starting from Feb. 1st, 2022]

Application Deadline:  
Aug. 15th, 2021

Qualifications:  
Applicants must have a Ph.D. degree Qualified candidates are welcome to demonstrate the capabilities of excellent teaching and communications in English particularly on “Health and Food Safety, Cross-disciplinary and Sustainability Issues” and of performing independent research ability of performing independent research. Applicants who have the ability to educate the cross-domain professions and to solve sustainable issues are highly preferred. Expertise and experiences in the fields of bioinformatics, biostatics and medical big data as well as a great passion in academic education are also encouraged.

Benefits and Salary: 
According to the NTU regulations as the corresponding tenure track faculty.

【Special Instructional Principles】
(1) At least 16 hours of teaching per week, and which include of 9 hours the common courses university- or college-wide as well as other professional and related courses of our program shall also be offered.
(2) The professional courses of this program must be taught in English.
(3) In addition to the formal semester courses, the faculty might also support the pre-university courses, international short courses in school, etc.

【Application Documents】
(1) Application Form (Please see the attached Form #1).
(2) Curriculum Vitae
(3) Teaching plan(s): Please provide 1-2 courses with outline/syllabus, bio-informatics- and precision health-related teaching preferred.
(4) One photocopy of doctoral degree, original of transcripts.
(5)	One photocopy of personal ID card (both side) and/or passport.
(6)	One photocopy of current job certificate and/or approval letter 
(7)	Other beneficial documents and materials:
   Ex: teaching experiences, copies of publications, awards etc.
(8)	3 recommendation letters.

【How to Apply】
(1) Please submit the above application documents before the application deadline:
(i) Please send the [Application Documents] (1 – 8) and combine a PDF file.
(ii) Please send the “Application Form (1)”, which shall be in a WORD (doc/docx) format.
(iii) 3 copies of recommendation letters. Please inform the recommenders send the letters to us directly. The subject of the email is: “Applying for the Project Faculty of NTU GIP-TRIAD _ applicant name”. Our email address is: chsueh@ntu.edu.tw 
(iv) Please send the all of original documents to our office before the deadline. “GIP-TRIAD Office, National Taiwan University College of Medicine, Room 223, No. 1, Sec. 1, Jen-Ai Rd., Taipei 10051, Taiwan”
(2) An interview in English will be arranged if recommended by the Recruitment Committee. The content of the interview will include of a 10-min trial teaching in English (The subject could be defined by yourself, but shall be based on the requirements of our program). We will not notify applicants who are not recommended.

For more information, please contact:
GIP-TRIAD Office, National Taiwan University 
Room 223, No. 1, Sec. 1, Jen-Ai Rd., Taipei 10051, Taiwan 
T:  886-2-23123456 ext.88594
Contact: Ms. Hsueh
Email: chsueh@ntu.edu.tw
Website: http://www.ntugip-triad.ntu.edu.tw/醫藥衛生學門,生命科學學門,食品科學類"
軟體開發工程師/網頁軟體工程師_10663,台北市北投區,和碩聯合科技股份有限公司(和碩集團),月薪 3萬~5萬元,"本團隊主要的工作是將海量數據處理、機器學習、深度學習及統計分析等技術應用在智能製造領域以及利用data-driven方式輔助企業決策。在智能製造部份，我們會運用各種演算法分析生產製造、人員或能源數據，發掘潛在的異常狀況，進而達到流程的優化及最佳化。

我們致力於開發模型訓練平台、即時數據監控、資料分析及查詢網站系統，使用者可以透過人性化界面，整合企業資源，有效減少開發時程，使用簡易清楚的操作介面進行效能監控與資料分析。

而以下為目前職缺有需要相關 Full stack 的工作內容:
1. 負責後端服務 / API的開發、設計、與維護
2. 串接後端服務群已達成完整平台設計
3. 對接DB / 第三方應用，並設計架構與性能優化
4. 與前端工程師合作，評估、規劃並實作操作直覺流暢系統
5. 自動化測試與CI / CD 設計與規劃
6. 網站維護與效能優化資訊工程學類,電子工程學類,電機工程學類"
食品品管專員【遼寧名店】,新北市新店區,蘭庭有限公司(蘭芳麵食館),月薪 3.4萬元,"工作內容：
1.熟悉食品法規/HACCP/ISO 22000管理系統。 
2.工廠現場品管 。 
3.負責產品、樣品等分析、檢驗與品質稽核。 
4.實驗室操作管理、維護、保養。 
5.其他主管交辦事務。
6.有冷凍食品生產品檢經驗者

須具備證照：
1.HACCP認證（Ａ+B 64hr)
2.食品分析檢驗丙級以上

未來發展： 

蘭芳麵食館目前為台北市中山區的明星餐館,業績亮眼 

並於今年開始分店的展店計畫, 

為此,蘭芳為加入夥伴們提供完善的制度, 

也提供良好獎金及升遷制度, 

都能讓在蘭芳一起打拼的夥伴, 

都能安心工作,樂於挑戰,找到屬於自己的成就感！ 



認識蘭芳麵食館： 

https://www.youtube.com/watch?v=z_OXQPoG9D4 

https://www.google.com.tw/maps/place/食尚玩家推薦.蘭芳麵食館.滷味鋪.花椒辣油.花椒麵始祖.花椒滷味/@25.0500188,121.5400529,17z/data=!3m1!4b1!4m5!3m4!1s0x3442abde877024df:0x3cfc0c033a5364a0!8m2!3d25.050014!4d121.5422416?hl=zh-TW

福利： 

工作獎金 

員工保險

年終獎金 

勞保、健保、勞退提撥 

依勞基法實施 


歡迎有工作熱誠，對自己有期許的您～ 

一起加入蘭芳麵食館 

共創雙贏的職場環境"
"Manager, Package Tech Integration",台中市后里區,台灣美光晶圓科技股份有限公司,面議（經常性薪資4萬/月含以上）,"Package Integration development :
Key responsibilities and qualities in the JD:
Micron‘s Package Development Engineering team in Taiwan is looking for a manager position in Tech Dev Team. A good candidate will be developing, configuring and optimizing Packaging processes (wafer level, unit level) for Micron‘s memory from pathfinding through development to NPI start up and certification side by side with Manufacturing teams. Assessing processes by knowledge and skills, taking measurements and interpreting data are every day responsibilities and expectations for the successful candidate. Other deliverables in this job function are Assembly design rules development working side by side with Design teams (Globally) and you will be involved in the design approvals (Substrate and Silicon), running, testing and upgrading systems and processes, approving the materials, process and equipment changes in the CCB (change control board). An important topic is the ChIp package interactions : Deep fundamental understanding of CPI in Wirebond/FC and HBM technologies are needed. Actual experience with CPI and HBM is a plus. The hands on equipment experience in Package Assembly process (both wafer level and unit level) is needed, to understand the requirements for new equipment to the supplier, may need to conduct the supplier interactions/meetings and drive new NDAs with new projects, which all together requires a significant understanding of the processes, first principles and process control systems. Finally, you will lead a team to deliver several projects of developing new Si node CPI, new package process recipes, reliable packaging solutions, new material development, HBM process development, and pathfinding.
Experience needed: Min 10 years
Education level: PhD and MSc preferred, however, all experienced candidates will be seriously considered"
總公司：數據分析專案經理 (Global Mall),新北市板橋區,環球購物中心股份有限公司(Global Mall),面議（經常性薪資4萬/月含以上）,"1. 針對會員與各個渠道進行資料蒐集彙整、會員行為模式分析，並依據資料做出評估、預測及利用分析數據提出建議及優化會員個人體驗。
2.協助營運單位分析數據、建立模型、商業化解讀分析結果，並協同轉化成可執行方案，並追蹤方案成效。
3. 執行客戶行為與屬性的分析與預測、全通路商品或事件的個人化推薦與預測、客戶相關軌跡演算分析與預測。
4.以數據之規劃與管理進行電子商務運營及行銷專案整合。資訊工程學類,數理統計學類,資訊管理學類"
軟體工程師(車載產品)_New technology R&D_汐止UTOWN,新北市汐止區,GARMIN 台灣國際航電股份有限公司,月薪 6萬~10萬元,"Garmin汽車事業群的新技術開發部門主要負責的工作是持續研究最新的產業技術趨勢，並能夠從中產生新的開發項目開發產品功能的Prototype。
近年汽車產業的數位化以及連網化，使得車用電子相關應用變成另一個新的熱門話題，在各個大展中都經常成為主要的角色，未來發展空間非常值得期待。
在我們這邊你可以跟多個不同國家的人一起工作、培養英文能力、並在開發研究新的技術同時可以學到各種整合開發能力，你需要隨時學習最新的趨勢以及新技術，並能夠提出新的應用想法及開發雛型。
而對應的，你需要有良好的溝通能力(英文能力是需要的)、並能夠依照軟體開發流程維持你在軟體開發上的品質，每個功能都需要經過架構設計、審核、開發、單元測試。

We are looking for experienced engineers to create new technologies for automotive market. In the recent years, with the maturity of the connected car and autonomous driving technology. The automotive technologies have been the media focus in most mainstream technology shows or events. We are the team responsible on the new technologies research and product/feature prototype development to match our customers’ true needs.

What you are expected to do:
1. Keep thirsty and constantly observe the novel technologies to link them with automotive industry
2. Think about what are the real problems and provide insightful solutions to match current trend.
3. Design and develop features/functions in best quality
4. Integrate your ideas into products for demonstration to help approaching business opportunities.

What you are expected to have:
1. Communication abilities
* You are not alone, there are team members and colleagues whom you can talk with.
* There are many chances that you have to do cross-countries meetings, be prepared.
2. Software engineering abilities
* Think before doing, you have to write requirements and architecture design.
* Clean coding, there are coding standards and guidelines for you to follow
* Keeping quality, you will write unit tests and do code review. Of course using git is a must-have skill.
* To manage your own tasks, you need tools for Issue tracking電機工程學類,電子工程學類,資訊工程學類"
Strategic Purchaser(for US office),桃園市蘆竹區,關東鑫林科技股份有限公司,面議（經常性薪資4萬/月含以上）,"1.To be responsible for new plant sub-contracting strategy, contractor selection, bidding management, project execution.
2.To work with Sales, Production Control, Plant for the design and delivery of safe, operationally robust and cost-effective supply chains.
3.To manage the supply chain activities to ensure continued availability of materials of the appropriate quality and at the competitive delivered cost.
4.To work with Group’s peer purchasers on leveraging and consolidating the sourcing activities to provide competitive end-customer solutions
5.To ensure a properly developed and managed base of suppliers/supply partners for key materials.普通小型車,普通重機車"
工研院資通所_人工智慧共創平台議題開發工程師(W0),新竹縣竹東鎮,財團法人工業技術研究院(工研院),面議（經常性薪資4萬/月含以上）,"1.人工智慧共創平台（AIdea）議題開發相關工作：包含需求訪談、議題設計、資料整備（如資料清理、資料標註、資料去識別化等）、資料探勘、資料分析實作（包含特徵生成、資料分析演算法開發及應用、機器學習建模等）、最佳化演算法開發暨程式撰寫、成效分析歸納、議題案例研討…等。
2.需處理之資料類型包含數值、影像、語音、文字等之結構化及非結構化資料。
3.AI 應用程式開發與系統整合。資訊工程學類,電子工程學類,電機工程學類"
"【桃園】ENGINEER, F11 OPS PLANNING STRATEGY",桃園市龜山區,台灣美光晶圓科技股份有限公司,面議（經常性薪資4萬/月含以上）,"Our vision is to transform how the world uses information to enrich life.

Join an inclusive team passionate about one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solutions we build help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can fuel the very innovation we are pursuing.

Responsibilities and Tasks:
• Establish and improve process flow for output projection.
• Optimize wafer start and output model and assumption to consider real situation.

• Keep communicating with production team for move target which we set up to achieve output goal.

• Work with production team to discuss resource arrangement once requirement is higher than capability.
• To trace bottleneck step/workstation performance
• Evaluate outupt impact after fab abnormal event.

About Micron Technology, Inc.


We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visit micron.com/careers.

According to the 〝Employment Service Act〝, positions with salary lower than NTD$40,000, please refer to the salary information in the job description. Positions with salary over than NTD$40,000 will be subject to be discussed during interview.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.

To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 and/or by completing our General Contact Form.工業工程學類,工業管理學類,其他工程學類"
AI Engineer_汐止,新北市汐止區,GARMIN 台灣國際航電股份有限公司,面議（經常性薪資4萬/月含以上）,"【工作內容】
使用機器學習/深度學習/統計模型實現智慧製造，涵蓋的應用包括
1. 生產透明/品質管控 - 應用影像深度學習於資料收集、品質管控，提高生產的透明度與可追溯性
2. 瑕疵檢測 - 應用影像深度學習輔助、取代人工瑕疵檢測
3. AOI AI複判 - 應用影像深度學習輔助、取代人工AOI複判
4. 異音檢測 - 應用異音分析取代人工檢測
5. 人臉辨識 - 應用於工站的身份識別、登入
6. 行為辨識

工作上的語言主要為Python/C/C++，專業上的需求分成下面兩類，依執行專案有不同的工作佔比
1. 機器學習 - 演算法研究、資料收集、清理、模型建立、評估
2. 系統整合 - 推論程式撰寫、產線系統整合、部署

【工作條件】具備以下能力之一或相關實務經驗尤佳
1. 具備機器學習、深度學習、統計分析、資料探勘實務經驗或研究背景，對原理有扎實理解 (machine learning/deep learning/statistical modeling/data mining)
2. 熟悉監督式學習演算法在資料、影像、聲音上的應用 (CNN/RNN/LSTM)
3. 熟悉於unix環境撰寫C/C++並對機器學習應用抱有極度熱枕

**上班地點將於2022年間，調整至新北市新店區「寶高智慧產業園區」。工程學門,資訊管理學類,數學統計學門"
【臺中市后里區】 RDA Engineer / 即時缺陷分析工程師,台中市后里區,台灣美光晶圓科技股份有限公司,面議（經常性薪資4萬/月含以上）,"Job Responsibilities
1. 110s Max out and Mature yield
a. Change inline event control system from DTS to eCap
b. eCap rejection ratio less than 5％.
2. Best Quality -NCD and CoNC
a. Engineer escalate for new/unknown issue and build team to fix it.
b. Defect analysis skills by tool/attribute/conversion to reduce impacted wafer counts.
c. Tag CQDR for OOS wafers and escalate for SWLY and raise SQDR by areas.
d. Escalate sampling issue and Paper UCL for Quality.
e. Escalate recipe quality issue for improve(Recipe abort/Nuisance issue) to make RDA scan/review more efficiency.
3. Gb Cost Reduction
a. Control RDA 110s cycle time in one day.
b. RDA step reduction evaluation to close non-IDL steps.
4. 130s/140s transfer
a. Engineer training 100％ completion on time.
b. Prioritize RDA tool time and control 130s/140s CT in control.
c. Help for EFF lot defect data analysis.
d. 130s/140s defect library build up and training. Defect lesson learn summary and OCAP creation to make team members know how to react with inline issue.
5. Smart manufacturing
a. Implement WIP threshold delete to enhance RDA WIP efficiency
b. ADC project
6. BKM and Standardization
a. Keep update defect lesson learn summary and OCAP creation.(Follow RDA ground rule)
7. Taiwan mega-fab program
a. Good communication with sister‘s fab to share defect lesson learn and also down tool once impacted from sister‘s fab.
8. English only on Tuesday.
a. Start from pass down meeting.
9. Team members develop
a. New hired : Training program and coach them can join team work smoothly.
b. Eng : Tutor for team member can lead for new project and learn more from different field, can improve and be a leader finally.
c. SR. Eng. : More accountability and provide high quality result by Winning mindset.
10. TLP mentor program
a. Each SR. engineer need TTS or CIT every year."
